LinkID,DemoPaper,Article,Title,Author,Name,Venue,VenueName,Journal,Volume,Handler,StartDate
www.International Journal of Technology and Design Education.com/ArticleID388,DemoArticleID388,ArticleID388,Machine-learned multi-system surrogate models for materials prediction,AuthorID138,Dearden J.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 3,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID393,DemoArticleID393,ArticleID393,Volumetric displays,AuthorID143,Yellowhorse A.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 3,HandlerID004,11/11/2000
www.JOM.com/ArticleID222,DemoArticleID222,ArticleID222,Microstructure Correlation with Formability for Biaxial Stretching of Magnesium Alloy AZ31B at Mildly Elevated Temperatures,AuthorID022,Seng F.,VJID004,JOM,JID004,JOM Vol 2,HandlerID005,07/12/1987
www.JOM.com/ArticleID229,DemoArticleID229,ArticleID229,Cooperative relative navigation of multiple aircraft in global positioning system-denied/degraded environments,AuthorID029,Wu R.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID230,DemoArticleID230,ArticleID230,Deconfliction in high-density unmanned aerial vehicle systems,AuthorID030,Dromey C.,VJID004,JOM,JID004,JOM Vol 2,HandlerID005,07/12/1987
www.JOM.com/ArticleID231,DemoArticleID231,ArticleID231,Takeoff and performance trade-offs of retrofit distributed electric propulsion for urban transport,AuthorID031,Cramer J.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID232,DemoArticleID232,ArticleID232,Normalized Coordinate Equations and an Energy Method for Predicting Natural Curved-Fold Configurations,AuthorID032,Allen J.D.,VJID004,JOM,JID004,JOM Vol 4,HandlerID005,07/12/1987
www.JOM.com/ArticleID233,DemoArticleID233,ArticleID233,Latanoprost uptake and release from commercial contact lenses,AuthorID033,Baker N.F.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID235,DemoArticleID235,ArticleID235,Simulated Tremor Propagation in the Upper Limb: From Muscle Activity to Joint Displacement,AuthorID035,Frazer D.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID241,DemoArticleID241,ArticleID241,Assessing the environmental impact and payback of carbon nanotube supported CO2 capture technologies using LCA methodology,AuthorID041,Loiseau J.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID245,DemoArticleID245,ArticleID245,Optical measurement of voids in situ during infusion of carbon reinforcements,AuthorID045,Safdari M.-S.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID247,DemoArticleID247,ArticleID247,A multi-user computer-aided design competition: Experimental findings and analysis of team-member dynamics,AuthorID047,Afran M.S.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID249,DemoArticleID249,ArticleID249,Measuring User Perceptions of Popular Transportation Project Delivery Methods Using Least Significant Difference Intervals and Multiple Range Tests,AuthorID049,Sayre A.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID250,DemoArticleID250,ArticleID250,Identifying Team Selection and Alignment Factors by Delivery Method for Transportation Projects,AuthorID050,Swindlehurst E.,VJID004,JOM,JID004,JOM Vol 2,HandlerID005,07/12/1987
www.JOM.com/ArticleID251,DemoArticleID251,ArticleID251,Column axial load effects on the performance of skewed SMF RBS connections,AuthorID001,Ozcelik D.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID252,DemoArticleID252,ArticleID252,Rapid Operational Access and Maneuver Support platform for military logistics and operation planning in water environments,AuthorID002,Nysetvold T.B.,VJID004,JOM,JID004,JOM Vol 4,HandlerID005,07/12/1987
www.JOM.com/ArticleID253,DemoArticleID253,ArticleID253,Simulation and Emulation of X-Ray Diffraction from Dynamic Compression Experiments,AuthorID003,Afran M.S.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID255,DemoArticleID255,ArticleID255,Regional Stiffness Reduction Using Lamina Emergent Torsional Joints for Flexible Printed Circuit Board Design,AuthorID005,Rice M.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID260,DemoArticleID260,ArticleID260,Exact relations between Rayleigh-BÃ©nard and rotating plane Couette flow in two dimensions,AuthorID010,Dryer Z.,VJID004,JOM,JID004,JOM Vol 4,HandlerID005,07/12/1987
www.JOM.com/ArticleID261,DemoArticleID261,ArticleID261,Increasing Inducer Stability and Suction Performance With a Stability Control Device,AuthorID011,McDonnell T.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID267,DemoArticleID267,ArticleID267,Estimated Time of Restoration (ETR) Guidance for Electric Distribution Networks,AuthorID017,Bahari M.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID269,DemoArticleID269,ArticleID269,Comprehensive and quality-controlled bedload transport database,AuthorID019,Pehrson N.A.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID270,DemoArticleID270,ArticleID270,Comparison of calibrated empirical and semi-empirical methods for bedload transport rate prediction in gravel bed streams,AuthorID020,Lee J.H.,VJID004,JOM,JID004,JOM Vol 2,HandlerID005,07/12/1987
www.JOM.com/ArticleID271,DemoArticleID271,ArticleID271,Infrastructure Project Scope Definition Using Project Definition Rating Index,AuthorID021,Pehrson N.A.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID275,DemoArticleID275,ArticleID275,A comparison of model predictive control and PID temperature control in friction stir welding,AuthorID025,Walton M.P.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID279,DemoArticleID279,ArticleID279,Solid state crack repair by friction stir processing in 304L stainless steel,AuthorID029,Wu R.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID281,DemoArticleID281,ArticleID281,"A review of friction stir welding of steels: Tool, material flow, microstructure, and properties",AuthorID031,Cramer J.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID283,DemoArticleID283,ArticleID283,Toward a Universal Social Impact Metric for Engineered Products That Alleviate Poverty,AuthorID033,Baker N.F.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID297,DemoArticleID297,ArticleID297,"Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography",AuthorID047,Afran M.S.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID298,DemoArticleID298,ArticleID298,Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,AuthorID048,Redd B.,VJID004,JOM,JID004,JOM Vol 2,HandlerID005,07/12/1987
www.JOM.com/ArticleID300,DemoArticleID300,ArticleID300,Nanofluidic peristaltic pumps made from silica thin films,AuthorID050,Swindlehurst E.,VJID004,JOM,JID004,JOM Vol 4,HandlerID005,07/12/1987
www.JOM.com/ArticleID301,DemoArticleID301,ArticleID301,Direct macro-to-micro interface method for microfluidics,AuthorID051,Martin R.A.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID304,DemoArticleID304,ArticleID304,Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,AuthorID054,Noronha D.H.,VJID004,JOM,JID004,JOM Vol 4,HandlerID005,07/12/1987
www.JOM.com/ArticleID307,DemoArticleID307,ArticleID307,Continuous permeability measurement during unidirectional vacuum infusion processing,AuthorID057,Park J.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID308,DemoArticleID308,ArticleID308,Investigating Strategies for Pre-Class Content Learning in a Flipped Classroom,AuthorID058,Feeman S.M.,VJID004,JOM,JID004,JOM Vol 4,HandlerID005,07/12/1987
www.JOM.com/ArticleID313,DemoArticleID313,ArticleID313,"The need, development, and validation of the innovation test instrument",AuthorID063,Franke K.W.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID314,DemoArticleID314,ArticleID314,Status of elementary teacher development: Preparing elementary teachers to deliver technology and engineering experiences,AuthorID064,Stan N.,VJID004,JOM,JID004,JOM Vol 2,HandlerID005,07/12/1987
www.JOM.com/ArticleID315,DemoArticleID315,ArticleID315,Dynamics of a capsule flowing in a tube under pulsatile flow,AuthorID065,Janke D.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID316,DemoArticleID316,ArticleID316,Total hemispherical apparent radiative properties of the infinite V-Groove with diffuse reflection,AuthorID066,Safdarnejad S.M.,VJID004,JOM,JID004,JOM Vol 4,HandlerID005,07/12/1987
www.JOM.com/ArticleID321,DemoArticleID321,ArticleID321,Municipal wastewater treatment by semi-continuous and membrane algal-bacterial photo-bioreactors,AuthorID071,Coburn J.Q.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID324,DemoArticleID324,ArticleID324,Custom 3D printer and resin for 18 Î¼m Ã— 20 Î¼m microfluidic flow channels,AuthorID074,Barker B.,VJID004,JOM,JID004,JOM Vol 4,HandlerID005,07/12/1987
www.JOM.com/ArticleID329,DemoArticleID329,ArticleID329,The use of a binary chelate formulation: Could gadolinium based linear contrast agents be rescued by the addition of zinc selective chelates?,AuthorID079,Tolman K.A.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID331,DemoArticleID331,ArticleID331,Thermal characterization of natural and synthetic spider silks by both the 3Ï‰ and transient electrothermal methods,AuthorID081,Hovanski Y.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID333,DemoArticleID333,ArticleID333,In-situ grain structure and texture evolution during friction stir welding of austenite stainless steel,AuthorID083,DeFigueiredo B.P.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID335,DemoArticleID335,ArticleID335,Twining and dynamic recrystallization in austenitic Alloy 718 during friction welding,AuthorID085,Rice M.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID341,DemoArticleID341,ArticleID341,An investigation of geometrically necessary dislocations and back stress in large grained tantalum via EBSD and CPFEM,AuthorID091,Franke K.W.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID342,DemoArticleID342,ArticleID342,Mitigated FPGA design of multi-gigabit transceivers for application in high radiation environments of High Energy Physics experiments,AuthorID092,Shen W.,VJID004,JOM,JID004,JOM Vol 2,HandlerID005,07/12/1987
www.JOM.com/ArticleID343,DemoArticleID343,ArticleID343,"Disaster reconnaissance using multiple small unmanned aerial vehicles""",AuthorID093,Morgan W.S.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID346,DemoArticleID346,ArticleID346,A design approach to fully compliant multistable mechanisms employing a single bistable mechanism,AuthorID096,Chang D.K.,VJID004,JOM,JID004,JOM Vol 2,HandlerID005,07/12/1987
www.JOM.com/ArticleID349,DemoArticleID349,ArticleID349,On the modeling of a contact-aided cross-axis flexural pivot,AuthorID099,Rose M.A.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID356,DemoArticleID356,ArticleID356,Unpacking the Mathematics of Modeling Origami Folding Transformations withÂ Quaternions,AuthorID106,Stevens K.A.,VJID004,JOM,JID004,JOM Vol 4,HandlerID005,07/12/1987
www.JOM.com/ArticleID359,DemoArticleID359,ArticleID359,"High-Speed Friction Stir Welding of AA7075-T6 Sheet: Microstructure, Mechanical Properties, Micro-texture, and Thermal History",AuthorID109,McCall A.J.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID364,DemoArticleID364,ArticleID364,3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,AuthorID114,Libano F.,VJID004,JOM,JID004,JOM Vol 4,HandlerID005,07/12/1987
www.JOM.com/ArticleID366,DemoArticleID366,ArticleID366,The effects of doping alumina with silica in alumina-supported NiO catalysts for oxidative dehydrogenation of ethane,AuthorID116,Wham B.P.,VJID004,JOM,JID004,JOM Vol 2,HandlerID005,07/12/1987
www.JOM.com/ArticleID368,DemoArticleID368,ArticleID368,Joining Dissimilar Material Using Friction Stir Scribe Technique,AuthorID118,Stone B.,VJID004,JOM,JID004,JOM Vol 4,HandlerID005,07/12/1987
www.OSA Continuum.com/ArticleID395,DemoArticleID395,ArticleID395,Dynamic optimization of a district energy system with storage using a novel mixed-integer quadratic programming algorithm,AuthorID145,Ling M.,VJID005,OSA Continuum,JID005,OSAC Vol 2,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID397,DemoArticleID397,ArticleID397,Sagittal plane walking biomechanics in individuals with knee osteoarthritis after quadriceps strengthening,AuthorID147,Saric A.T.,VJID005,OSA Continuum,JID005,OSAC Vol 4,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID401,DemoArticleID401,ArticleID401,Turbulence modulation in particle-laden stationary homogeneous isotropic turbulence using one-dimensional turbulence,AuthorID151,Sanders S.,VJID005,OSA Continuum,JID005,OSAC Vol 3,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID409,DemoArticleID409,ArticleID409,Rigidly foldable quadrilateral meshes from angle arrays,AuthorID159,Bilancia P.,VJID005,OSA Continuum,JID005,OSAC Vol 2,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID410,DemoArticleID410,ArticleID410,Over-Design Versus Redesign as a Response to Future Requirements,AuthorID160,Chanda A.,VJID005,OSA Continuum,JID005,OSAC Vol 3,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID411,DemoArticleID411,ArticleID411,Origami-Based Design of Conceal-and-Reveal Systems,AuthorID161,Hinton D.,VJID005,OSA Continuum,JID005,OSAC Vol 4,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID412,DemoArticleID412,ArticleID412,Measurement of radiative gas and particle emissions in biomass flames,AuthorID162,Lund J.,VJID005,OSA Continuum,JID005,OSAC Vol 5,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID420,DemoArticleID420,ArticleID420,Quantifying accuracy of a concept laser metal additive machine through the NIST test artifact,AuthorID170,Stevenson P.D.,VJID005,OSA Continuum,JID005,OSAC Vol 1,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID422,DemoArticleID422,ArticleID422,Design for excess capability to handle uncertain product requirements in a developing world setting,AuthorID172,Barker B.,VJID005,OSA Continuum,JID005,OSAC Vol 3,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID423,DemoArticleID423,ArticleID423,The Future of R&D Leadership: Wider changes in the culture and the market will drive changes in the practice of R&D leadership.,AuthorID173,Ogbeibu S.,VJID005,OSA Continuum,JID005,OSAC Vol 4,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID426,DemoArticleID426,ArticleID426,Nonparametric Tree-Based Predictive Modeling of Storm Outages on an Electric Distribution Network,AuthorID176,Leete K.M.,VJID005,OSA Continuum,JID005,OSAC Vol 3,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID428,DemoArticleID428,ArticleID428,Developable mechanisms on developable surfaces,AuthorID178,Chen G.,VJID005,OSA Continuum,JID005,OSAC Vol 5,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID430,DemoArticleID430,ArticleID430,Inverse piezoresistive nanocomposite sensors for identifying human sitting posture,AuthorID180,Villanueva I.,VJID005,OSA Continuum,JID005,OSAC Vol 2,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID431,DemoArticleID431,ArticleID431,Achieving tiered model quality in 3D structure from motion models using a multi-scale view-planning algorithm for automated targeted inspection,AuthorID181,MartÃ­nez A.,VJID005,OSA Continuum,JID005,OSAC Vol 3,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID433,DemoArticleID433,ArticleID433,"Improving sensitivity of electrochemical sensors with convective transport in free-standing, carbon nanotube structures",AuthorID183,Mayoral J.M.,VJID005,OSA Continuum,JID005,OSAC Vol 5,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID441,DemoArticleID441,ArticleID441,Observed building damage patterns and foundation performance in Mexico City following the 2017 M7.1 Puebla-Mexico City earthquake,AuthorID191,Kimmons R.,VJID005,OSA Continuum,JID005,OSAC Vol 1,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID445,DemoArticleID445,ArticleID445,Streamlining the preparation of â€œendotoxin-freeâ€ ClearColi cell extract with autoinduction media for cell-free protein synthesis of the therapeutic protein crisantaspase,AuthorID050,Swindlehurst E.,VJID005,OSA Continuum,JID005,OSAC Vol 5,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID446,DemoArticleID446,ArticleID446,Religion-focused dating apps: A Q methodology study on the uses of mutual,AuthorID051,Martin R.A.,VJID005,OSA Continuum,JID005,OSAC Vol 2,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID449,DemoArticleID449,ArticleID449,Measuring Compliance of Driver Yielding at Enhanced Pedestrian Crossings in Utah,AuthorID052,Wnorowska U.,VJID005,OSA Continuum,JID005,OSAC Vol 5,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID450,DemoArticleID450,ArticleID450,Implementing highway safety manual life-cycle benefitâ€“cost analysis of safety improvements,AuthorID053,Staves D.R.,VJID005,OSA Continuum,JID005,OSAC Vol 6,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID451,DemoArticleID451,ArticleID451,Evaluating Safety Impacts of Access Management Alternatives with the Surrogate Safety Assessment Model,AuthorID054,Noronha D.H.,VJID005,OSA Continuum,JID005,OSAC Vol 2,HandlerID007,05/09/1993
www.OSA Continuum.com/ArticleID452,DemoArticleID452,ArticleID452,Developing Decision Boundaries for Left-Turn Treatments,AuthorID055,Clavijo C.E.,VJID005,OSA Continuum,JID005,OSAC Vol 3,HandlerID007,05/09/1993
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
